694; 9.831132089074e-11; 18901; 1.88e-08
694; 9.831132089074e-11; 18877; 1.88e-08
694; 9.831132089074e-11; 18861; 1.88e-08
694; 9.831132089074e-11; 18881; 1.88e-08
694; 9.831132089074e-11; 18926; 1.88e-08
694; 9.831132089074e-11; 18896; 1.88e-08
694; 9.831132089074e-11; 18893; 1.88e-08
694; 9.831132089074e-11; 19004; 1.88e-08
694; 9.831132089074e-11; 18973; 1.88e-08
694; 9.831132089074e-11; 19116; 1.88e-08
694; 9.831132089074e-11; 18913; 1.88e-08
694; 9.831132089074e-11; 19112; 1.88e-08
694; 9.831132089074e-11; 18914; 1.88e-08
694; 9.831132089074e-11; 18892; 1.88e-08
694; 9.831132089074e-11; 18892; 1.88e-08
694; 9.831132089074e-11; 18868; 1.88e-08
694; 9.831132089074e-11; 18877; 1.88e-08
694; 9.831132089074e-11; 18861; 1.88e-08
694; 9.831132089074e-11; 18864; 1.88e-08
694; 9.831132089074e-11; 18872; 1.88e-08
694; 9.831132089074e-11; 18878; 1.88e-08
694; 9.831132089074e-11; 18943; 1.88e-08
694; 9.831132089074e-11; 18937; 1.88e-08
694; 9.831132089074e-11; 18976; 1.88e-08
694; 9.831132089074e-11; 18856; 1.88e-08
694; 9.831132089074e-11; 18929; 1.88e-08
694; 9.831132089074e-11; 18840; 1.88e-08
694; 9.831132089097e-11; 18921; 1.88e-08
694; 9.831132089097e-11; 18841; 1.88e-08
694; 9.831132089516e-11; 18823; 1.88e-08
694; 9.831132089097e-11; 18824; 1.88e-08
694; 9.831132089097e-11; 18817; 1.88e-08
694; 9.831132089516e-11; 18889; 1.88e-08
694; 9.831132089097e-11; 18851; 1.88e-08
694; 9.831132089097e-11; 18840; 1.88e-08
694; 9.831132089516e-11; 18908; 1.88e-08
694; 9.831132089097e-11; 18868; 1.88e-08
694; 9.831132089097e-11; 18844; 1.88e-08
694; 9.831132089516e-11; 18862; 1.88e-08
694; 9.831132089097e-11; 18843; 1.88e-08
694; 9.831132089097e-11; 18907; 1.88e-08
694; 9.831132089516e-11; 18901; 1.88e-08
694; 9.831132089097e-11; 18899; 1.88e-08
694; 9.831132089097e-11; 18846; 1.88e-08
694; 9.831132089516e-11; 18908; 1.88e-08
694; 9.831132089097e-11; 18821; 1.88e-08
694; 9.831132089097e-11; 18843; 1.88e-08
694; 9.831132089516e-11; 18823; 1.88e-08
694; 9.831132089097e-11; 18821; 1.88e-08
694; 9.831132089097e-11; 18840; 1.88e-08
694; 9.831132089516e-11; 18820; 1.88e-08
694; 9.831132089097e-11; 18860; 1.88e-08
694; 9.831132089097e-11; 18897; 1.88e-08
694; 9.831132089516e-11; 18842; 1.88e-08
933; 9.969646041845e-11; 23531; 5.90e-01
990; 9.902963981970e-11; 24939; 7.43e-01
4999; 9.165304139152e-03; 43128; 1.20e+00
933; 9.969646041845e-11; 23451; 5.90e-01
990; 9.902963981970e-11; 25051; 7.43e-01
4999; 9.165304139152e-03; 43184; 1.20e+00
933; 9.969646041845e-11; 23417; 5.90e-01
990; 9.902963981970e-11; 24996; 7.43e-01
4999; 9.165304139152e-03; 43204; 1.20e+00
933; 9.969646041845e-11; 23422; 5.90e-01
990; 9.902963981970e-11; 24971; 7.43e-01
4999; 9.165304139152e-03; 43356; 1.20e+00
933; 9.969646041845e-11; 23461; 5.90e-01
990; 9.902963981970e-11; 25024; 7.43e-01
4999; 9.165304139152e-03; 43204; 1.20e+00
933; 9.969646041845e-11; 23435; 5.90e-01
990; 9.902963981970e-11; 24952; 7.43e-01
4999; 9.165304139152e-03; 43155; 1.20e+00
933; 9.969646041845e-11; 23491; 5.90e-01
990; 9.902963981970e-11; 24956; 7.43e-01
4999; 9.165304139152e-03; 43202; 1.20e+00
933; 9.969646041845e-11; 23444; 5.90e-01
990; 9.902963981970e-11; 24995; 7.43e-01
4999; 9.165304139152e-03; 43312; 1.20e+00
933; 9.969646041845e-11; 23393; 5.90e-01
990; 9.902963981970e-11; 24886; 7.43e-01
4999; 9.165304139152e-03; 43140; 1.20e+00
